objid,sample,asset_id,dr7objid,p_smooth,p_disk,p_star,is_smooth,is_disk,check
587722983360430279,original,1073,587722983360430279,0.028997133,0.98112404,0.009291411,False,True,True
587722983360561311,original,1075,587722983360561311,0.18496633,0.9106953,0.012370132,False,True,True
587722983360626848,original,1076,587722983360626848,0.71321696,0.1432332,0.0,True,False,True
587722983361020018,original,1077,587722983361020018,0.28900033,0.7699118,0.009330958,False,True,True
587722983361020041,original,1078,587722983361020041,0.2792073,0.75481766,0.01737166,False,True,True
587722983361085535,original,1080,587722983361085535,0.8015641,0.18424952,0.04137209,True,False,True
587722983361413323,original,1082,587722983361413323,0.12686296,0.84519416,0.008844168,False,True,True
587722983361609774,original,1084,587722983361609774,0.013966587,0.9675709,0.025204206,False,True,True
587722983361610010,original,1085,587722983361610010,0.0,1.0,0.0,False,True,True
587722983361675518,original,1087,587722983361675518,0.06614199,0.788,0.0,False,True,True
587722983362068560,original,1090,587722983362068560,0.812,0.104,0.083,True,False,True
587722983362134187,original,1091,587722983362134187,0.003,0.997,0.0,False,True,True
587722983362134299,original,1093,587722983362134299,0.017563146,0.9753388,0.0036867354,False,True,True
587722983362134316,original,1094,587722983362134316,0.77555656,0.16586502,0.0,True,False,True
587722983362199556,original,1098,587722983362199556,0.03757098,0.9500256,0.0,False,True,True
587722983363117092,original,1106,587722983363117092,0.75,0.156,0.094,True,False,True
587722983363117214,original,1107,587722983363117214,0.21059106,0.805,0.0,False,True,True
587722983363117269,original,1108,587722983363117269,0.83424735,0.09324826,0.056878876,True,False,True
587722983363117392,original,1109,587722983363117392,0.10504729,0.86075175,0.0,False,True,True
587722983363248237,original,1110,587722983363248237,0.06615856,0.975976,0.001001001,False,True,True
587722983363313812,original,1111,587722983363313812,0.26025626,0.73952436,0.0,False,True,True
587722983363313823,original,1112,587722983363313823,0.9365403,0.11705629,0.010999584,True,False,True
587722983363444951,original,1114,587722983363444951,0.051045526,0.96099406,0.004638818,False,True,True
587722983363445035,original,1115,587722983363445035,0.0,1.0,0.0,False,True,True
587722983363707039,original,1116,587722983363707039,0.18251644,0.74021256,0.0,False,True,True
587722983363969147,original,1120,587722983363969147,0.19502498,0.87766767,0.012576128,False,True,True
587722983363969239,original,1122,587722983363969239,0.007413069,0.98277307,0.00044014567,False,True,True
587722983364165735,original,1123,587722983364165735,0.7907262,0.055458136,0.11078978,True,False,True
587722983364296728,original,1125,587722983364296728,0.8433088,0.06099436,0.071821235,True,False,True
587722983364427884,original,1128,587722983364427884,0.92531276,0.07178832,0.04226508,True,False,True
587722983364690145,original,1129,587722983364690145,0.2632385,0.87253207,0.018217655,False,True,True
587722983365017874,original,1132,587722983365017874,0.24913742,0.7672581,0.0,False,True,True
587722983365148913,original,1135,587722983365148913,0.7740229,0.08316832,0.090088345,True,False,True
587722983365214346,original,1137,587722983365214346,0.78409654,0.11722053,0.056819025,True,False,True
587722983365279858,original,1138,587722983365279858,0.01584778,0.99553376,0.0,False,True,True
587722983365476542,original,1141,587722983365476542,0.8021055,0.19837837,0.038017765,True,False,True
587722983365738662,original,1144,587722983365738662,0.27442008,0.85666466,0.014347068,False,True,True
587722983365738669,original,1145,587722983365738669,0.039027955,0.9150215,0.0,False,True,True
587722983365738721,original,1147,587722983365738721,0.16489232,0.9560989,0.0,False,True,True
587722983365869710,original,1149,587722983365869710,0.0,1.0,0.0,False,True,True
587722983365935340,original,1151,587722983365935340,0.14182453,0.94756293,0.0070999544,False,True,True
587725552269000811,original,10001,587725552269000811,0.22977854,0.85028845,0.014267121,False,True,True
587725552269066552,original,10006,587725552269066552,0.085869774,0.956,0.0,False,True,True
587725552269263041,original,10012,587725552269263041,0.7640497,0.25814113,0.012218256,True,False,True
587725552269328753,original,10013,587725552269328753,0.1395603,0.94928116,0.017618923,False,True,True
587725552269394141,original,10014,587725552269394141,0.7433103,0.08782804,0.059610557,True,False,True
587725552269394252,original,10016,587725552269394252,0.038417354,0.98755723,0.0,False,True,True
587725552269459549,original,10017,587725552269459549,0.20519426,0.771,0.029,False,True,True
587725552269459744,original,10020,587725552269459744,0.84401506,0.06358842,0.06795674,True,False,True
587725552269721635,original,10024,587725552269721635,0.09805351,0.9676605,0.0018774836,False,True,True
587725552269918444,original,10025,587725552269918444,0.16543737,0.7604238,0.030422714,False,True,True
587725552270180600,original,10028,587725552270180600,0.15372723,0.88811743,0.0,False,True,True
587725552270246016,original,10029,587725552270246016,0.80862653,0.25305548,0.00089819025,True,False,True
587725552270246042,original,10030,587725552270246042,0.11415285,0.91045845,0.0001651702,False,True,True
587725552270442713,original,10032,587725552270442713,0.7084089,0.13488352,0.021455312,True,False,True
587725552270508292,original,10033,587725552270508292,0.16774552,0.87642616,0.016507648,False,True,True
587725552270770375,original,10041,587725552270770375,0.20053919,0.7409088,0.0069202697,False,True,True
587725552270770407,original,10042,587725552270770407,0.7962115,0.07997283,0.109,True,False,True
587725552270770429,original,10043,587725552270770429,0.9130296,0.025483185,0.051517554,True,False,True
587725552270901423,original,10046,587725552270901423,0.16464189,0.9002181,0.013630951,False,True,True
587725552270901500,original,10048,587725552270901500,0.035423964,0.9650896,0.004880796,False,True,True
587725552271032484,original,10049,587725552271032484,0.879,0.076,0.045,True,False,True
587725552271360240,original,10054,587725552271360240,0.11229525,0.8613299,0.042425774,False,True,True
587725552271753398,original,10056,587725552271753398,0.29952508,0.74991715,0.006375336,False,True,True
587725552271753429,original,10058,587725552271753429,0.080871314,0.97739536,0.0,False,True,True
587725552271949917,original,10059,587725552271949917,0.73543686,0.21588445,0.06302917,True,False,True
587725552272277703,original,10063,587725552272277703,0.24035357,0.7716701,0.013854744,False,True,True
587725552272670951,original,10067,587725552272670951,0.041654043,0.978,0.0,False,True,True
587725552272998673,original,10073,587725552272998673,0.052018218,0.9589675,0.01039255,False,True,True
587725552273064196,original,10075,587725552273064196,0.8530197,0.14721015,0.024488848,True,False,True
587725552273129671,original,10077,587725552273129671,0.24931927,0.82346153,0.0,False,True,True
587725552273326145,original,10079,587725552273326145,0.042778574,0.89714926,0.002021421,False,True,True
587725552273326307,original,10081,587725552273326307,0.8538879,0.10582368,0.048025258,True,False,True
587725552273391769,original,10082,587725552273391769,0.8220666,0.2530664,0.041710578,True,False,True
587725552273391845,original,10083,587725552273391845,0.2668597,0.8770209,0.0,False,True,True
587725552273457404,original,10084,587725552273457404,0.79817605,0.09013441,0.027780794,True,False,True
587725552273719472,original,10087,587725552273719472,0.87492055,0.087112,0.040542632,True,False,True
587725552273850515,original,10089,587725552273850515,0.1640036,0.9403244,0.0,False,True,True
587725552274374736,original,10092,587725552274374736,0.77150345,0.121177666,0.102945805,True,False,True
587725552274505871,original,10093,587725552274505871,0.24714985,0.80488324,0.0048534144,False,True,True
587725552274768024,original,10096,587725552274768024,0.83428496,0.09719861,0.031589445,True,False,True
587725552274768048,original,10097,587725552274768048,0.19861634,0.91201246,0.0006969494,False,True,True
587725552275095706,original,10102,587725552275095706,0.0,0.973,0.027,False,True,True
587725552275095721,original,10103,587725552275095721,0.8427504,0.19010891,0.0,True,False,True
587725552275292181,original,10106,587725552275292181,0.745,0.193,0.062,True,False,True
587725552275423263,original,10108,587725552275423263,0.8585656,0.06315396,0.07574413,True,False,True
587725552275423390,original,10111,587725552275423390,0.83686477,0.16053155,0.028755087,True,False,True
587725552275619937,original,10112,587725552275619937,0.8295664,0.15833525,0.015705802,True,False,True
587725552275751033,original,10114,587725552275751033,0.7536005,0.089724295,0.078364745,True,False,True
587725552275882120,original,10118,587725552275882120,0.08775139,0.92896765,0.0,False,True,True
587725552275882175,original,10121,587725552275882175,0.7155408,0.1371413,0.0092019895,True,False,True
587725552275882183,original,10122,587725552275882183,0.8894044,0.11674412,0.04564206,True,False,True
587725552276144307,original,10123,587725552276144307,0.7075,0.093564846,0.042952243,True,False,True
587725552276406337,original,10126,587725552276406337,0.938,0.062,0.0,True,False,True
587725552276865155,original,10129,587725552276865155,0.16143735,0.8936313,0.023064602,False,True,True
587725552277127305,original,10131,587725552277127305,0.752057,0.082801044,0.046050962,True,False,True
587725552277454944,original,10133,587725552277454944,0.7922125,0.18332544,0.059362154,True,False,True
587725552277455025,original,10134,587725552277455025,0.76093334,0.17322955,0.024075747,True,False,True
587725552277520483,original,10135,587725552277520483,0.828,0.064,0.108,True,False,True
587725552277979259,original,10139,587725552277979259,0.27753168,0.73349315,0.04147381,False,True,True
587725552278241476,original,10142,587725552278241476,0.878,0.061,0.061,True,False,True
587725552278438060,original,10144,587725552278438060,0.85286385,0.0370959,0.031347115,True,False,True
587725552278503576,original,10145,587725552278503576,0.8375542,0.096587494,0.12,True,False,True
587725552278569061,original,10146,587725552278569061,0.9414162,0.0,0.05858381,True,False,True
587725552278569108,original,10148,587725552278569108,0.08112911,0.86648,0.0,False,True,True
587725552278569143,original,10149,587725552278569143,0.8232066,0.08409214,0.10682964,True,False,True
587725552278569216,original,10151,587725552278569216,0.117670715,0.93736863,0.0,False,True,True
587725552278634568,original,10152,587725552278634568,0.76036245,0.10171953,0.038870104,True,False,True
587725552278765704,original,10153,587725552278765704,0.9305052,0.1855035,0.0014387139,True,False,True
587725552279093360,original,10155,587725552279093360,0.29726693,0.74931604,0.03976129,False,True,True
587725552279617633,original,10158,587725552279617633,0.19664644,0.7159401,0.023302488,False,True,True
587725552279683229,original,10160,587725552279683229,0.19793735,0.7823202,0.10871758,False,True,True
587725552279683234,original,10161,587725552279683234,0.21750842,0.7920153,0.017770754,False,True,True
587725552279748674,original,10163,587725552279748674,0.064831935,0.98864913,0.0,False,True,True
587725552280404105,original,10164,587725552280404105,0.92442983,0.039443396,0.028028028,True,False,True
587725552280469679,original,10165,587725552280469679,0.7247478,0.12355572,0.0,True,False,True
587725552280993849,original,10171,587725552280993849,0.064795464,0.917,0.032,False,True,True
587725552281059417,original,10173,587725552281059417,0.952,0.024,0.024,True,False,True
587725552281452716,original,10175,587725552281452716,0.17252885,0.8756718,0.031371895,False,True,True
587725552281976904,original,10180,587725552281976904,0.9516394,0.04385442,0.024701362,True,False,True
587725552282239090,original,10182,587725552282239090,0.04071911,0.97123486,0.007778767,False,True,True
587725552282959971,original,10188,587725552282959971,0.92901,0.08050385,0.0,True,False,True
587725552283287647,original,10189,587725552283287647,0.8209284,0.06091244,0.06216757,True,False,True
587725552283287681,original,10190,587725552283287681,0.041409787,0.94652086,0.0042632236,False,True,True
587725552283615351,original,10192,587725552283615351,0.23130494,0.8313123,0.0,False,True,True
587725552283811956,original,10197,587725552283811956,0.7740307,0.24910377,0.018033491,True,False,True
587725552283877471,original,10199,587725552283877471,0.00368313,0.9805754,0.0183186,False,True,True
587725552283877502,original,10201,587725552283877502,0.79846996,0.29123548,0.0,True,False,True
587725552284205180,original,10203,587725552284205180,0.86069417,0.0521411,0.03808279,True,False,True
587725552284467213,original,10206,587725552284467213,0.814,0.14,0.047,True,False,True
587725552284467298,original,10207,587725552284467298,0.117356025,0.9230816,0.018411154,False,True,True
587725552284532877,original,10210,587725552284532877,0.21762474,0.9229826,0.0,False,True,True
587725552284598376,original,10211,587725552284598376,0.18212321,0.8785638,0.019141586,False,True,True
587725552284663908,original,10212,587725552284663908,0.93109107,0.0,0.068908915,True,False,True
587725552284663932,original,10213,587725552284663932,0.88334036,0.084984034,0.037501354,True,False,True
587725552284729466,original,10217,587725552284729466,0.05852691,0.834,0.006,False,True,True
587725552284991635,original,10221,587725552284991635,0.064003065,0.9396072,0.011211568,False,True,True
587725552284991642,original,10222,587725552284991642,0.0,0.9907103,0.009289659,False,True,True
587725552285122567,original,10223,587725552285122567,0.11003102,0.84649956,0.021632625,False,True,True
587725552285188317,original,10226,587725552285188317,0.78470296,0.105609894,0.027383026,True,False,True
587725552285188367,original,10228,587725552285188367,0.8706729,0.18706584,0.0,True,False,True
587725552285384755,original,10231,587725552285384755,0.80019766,0.07662324,0.096588045,True,False,True
587725552285384778,original,10232,587725552285384778,0.9739817,0.0,0.026018295,True,False,True
587725552285515890,original,10233,587725552285515890,0.06035106,0.95097643,0.015480175,False,True,True
587725552285909043,original,10235,587725552285909043,0.73788136,0.21574064,0.021520752,True,False,True
587725552286564504,original,10236,587725552286564504,0.875,0.1,0.025,True,False,True
587725552286629973,original,10237,587725552286629973,0.7974754,0.15265143,0.0,True,False,True
587725552286630026,original,10239,587725552286630026,0.9025042,0.1327999,0.029889198,True,False,True
587725552287219773,original,10244,587725552287219773,0.99667823,0.0,0.0033217904,True,False,True
587725552287416422,original,10246,587725552287416422,0.05961133,0.94744056,0.0009938731,False,True,True
587725552287416433,original,10247,587725552287416433,0.70346344,0.17514752,0.07857381,True,False,True
587725552287678577,original,10250,587725552287678577,0.020781856,0.9933515,0.0,False,True,True
587725552288333973,original,10256,587725552288333973,0.0656723,0.853,0.059,False,True,True
587725552288399438,original,10257,587725552288399438,0.79746974,0.114,0.091,True,False,True
587725552288596060,original,10259,587725552288596060,0.7452329,0.099518225,0.058723748,True,False,True
587725552288596091,original,10260,587725552288596091,0.12427699,0.95492196,0.0,False,True,True
587725552288596111,original,10261,587725552288596111,1.0,0.0,0.0,True,False,True
587725552288661634,original,10263,587725552288661634,0.05244842,0.96910375,0.0,False,True,True
587725552289710223,original,10269,587725552289710223,0.012317004,0.9955232,0.0,False,True,True
587725552290299985,original,10272,587725552290299985,0.74562836,0.22668588,0.019779474,True,False,True
587725552290431067,original,10273,587725552290431067,0.9154694,0.04716548,0.019195285,True,False,True
587725552290758776,original,10277,587725552290758776,0.14443327,0.97048974,0.0,False,True,True
587725552290889770,original,10279,587725552290889770,0.8266657,0.19900584,0.0723597,True,False,True
587725552290889771,original,10280,587725552290889771,0.862,0.115,0.023,True,False,True
587725552290889892,original,10281,587725552290889892,0.05312056,0.9317342,0.041989695,False,True,True
587725552290955439,original,10283,587725552290955439,0.1933013,0.948189,0.005611326,False,True,True
587725552291348486,original,10288,587725552291348486,0.8221137,0.042628735,0.048256032,True,False,True
587725552291348625,original,10289,587725552291348625,0.20281306,0.7345799,0.07077453,False,True,True
587725552291348668,original,10290,587725552291348668,0.015107643,0.9528863,0.0077594523,False,True,True
587725552292200586,original,10295,587725552292200586,0.756,0.236,0.008,True,False,True
587725552804430216,original,10300,587725552804430216,0.0036270488,0.99481666,0.0041461014,False,True,True
587725552804626478,original,10301,587725552804626478,0.189,0.811,0.0,False,True,True
587725552804626744,original,10302,587725552804626744,0.011259585,0.9929777,0.0040079583,False,True,True
587725552805544305,original,10305,587725552805544305,0.0,1.0,0.0,False,True,True
587725552805675326,original,10307,587725552805675326,0.2275248,0.8676722,0.0,False,True,True
587725552805675364,original,10308,587725552805675364,0.7838522,0.06381518,0.07854273,True,False,True
587725552805740776,original,10309,587725552805740776,0.0,0.9917265,0.008273457,False,True,True
587725552805871773,original,10313,587725552805871773,0.83298755,0.21096323,0.0,True,False,True
587725552805937428,original,10314,587725552805937428,0.8227884,0.025933975,0.13433379,True,False,True
587725552806133996,original,10316,587725552806133996,0.13710067,0.7995805,0.0005007986,False,True,True
587725552806199384,original,10317,587725552806199384,0.8279345,0.07799151,0.02994136,True,False,True
587725552807116948,original,10324,587725552807116948,0.2587251,0.74746794,0.030475726,False,True,True
587725552807116950,original,10325,587725552807116950,0.1871229,0.8597709,0.007744905,False,True,True
587725552807510173,original,10328,587725552807510173,0.055529036,0.9884991,0.0,False,True,True
587725552807575825,original,10330,587725552807575825,0.2578373,0.8964082,0.0,False,True,True
587725552807772319,original,10332,587725552807772319,0.03407956,0.974,0.0,False,True,True
587725552807772371,original,10333,587725552807772371,0.25188202,0.8569239,0.009136511,False,True,True
587725552808165610,original,10340,587725552808165610,0.81313235,0.21466859,0.0,True,False,True
587725552808165649,original,10341,587725552808165649,0.023,0.975,0.002,False,True,True
587725552808362188,original,10344,587725552808362188,0.24977168,0.7706021,0.010189915,False,True,True
587725552808493270,original,10345,587725552808493270,0.9259414,0.0,0.074058585,True,False,True
587725552808558798,original,10346,587725552808558798,0.28368133,0.7753872,0.008390213,False,True,True
587725552808886400,original,10349,587725552808886400,0.8320289,0.10780771,0.023952032,True,False,True
587725552809017559,original,10351,587725552809017559,0.825,0.152,0.023,True,False,True
587725552809083011,original,10353,587725552809083011,0.9234451,0.059227273,0.0,True,False,True
587725552809279539,original,10355,587725552809279539,0.10741873,0.91141087,0.008038051,False,True,True
587725552809410691,original,10358,587725552809410691,0.021750845,0.98338526,0.0031659005,False,True,True
587725552809672810,original,10361,587725552809672810,0.09888332,0.7425284,0.048064508,False,True,True
587725552809738286,original,10363,587725552809738286,0.089658,0.8657534,0.02933572,False,True,True
587725552809738431,original,10366,587725552809738431,0.2460015,0.93120515,0.0,False,True,True
587725552809738434,original,10367,587725552809738434,0.033,0.967,0.0,False,True,True
587725552809738460,original,10368,587725552809738460,0.7033408,0.12461851,0.07041638,True,False,True
587725552809738477,original,10369,587725552809738477,0.24174267,0.90324783,0.008003138,False,True,True
587725552809869494,original,10370,587725552809869494,0.74150175,0.103879355,0.1890313,True,False,True
587725552809869550,original,10371,587725552809869550,0.74132085,0.09704476,0.058526184,True,False,True
587725552809934946,original,10373,587725552809934946,0.83384067,0.06192247,0.03810783,True,False,True
587725552810066108,original,10374,587725552810066108,0.9024384,0.028476123,0.017535694,True,False,True
587725552810131649,original,10375,587725552810131649,0.75693643,0.16342333,0.050389986,True,False,True
587725552810131669,original,10377,587725552810131669,0.90194356,0.0,0.09805642,True,False,True
587725552810197180,original,10379,587725552810197180,0.056729086,0.9901383,0.0,False,True,True
587725552810262703,original,10382,587725552810262703,0.0,0.9942329,0.005767082,False,True,True
587725552810459154,original,10384,587725552810459154,0.0,0.96752095,0.03247903,False,True,True
587725552810459178,original,10385,587725552810459178,0.80619,0.085966416,0.077077076,True,False,True
587725552810721352,original,10387,587725552810721352,0.10583363,0.9465644,0.009538608,False,True,True
587725552810786940,original,10389,587725552810786940,0.29626822,0.74126256,0.03229406,False,True,True
587725552811049118,original,10392,587725552811049118,0.7722969,0.13304095,0.02604982,True,False,True
587725552811049166,original,10393,587725552811049166,0.8072012,0.20606908,0.022195535,True,False,True
587725552811114743,original,10394,587725552811114743,0.7073004,0.25016713,0.03425565,True,False,True
587725552811376765,original,10397,587725552811376765,0.2438925,0.86984056,0.016986774,False,True,True
587725552811442298,original,10398,587725552811442298,0.09653428,0.96753925,0.015155992,False,True,True
587725552811573397,original,10400,587725552811573397,0.081,0.917,0.002,False,True,True
587725552811638884,original,10402,587725552811638884,0.7093089,0.18522371,0.044148985,True,False,True
587725552811966469,original,10404,587725552811966469,0.7683637,0.2774232,0.0,True,False,True
587725552811966571,original,10405,587725552811966571,0.24958621,0.7185165,0.0,False,True,True
587725552811966589,original,10407,587725552811966589,0.0,1.0,0.0,False,True,True
587725552811966601,original,10408,587725552811966601,0.7225575,0.18826558,0.056948416,True,False,True
587725552811966613,original,10409,587725552811966613,0.8028365,0.1849074,0.0146835,True,False,True
587725552812032172,original,10410,587725552812032172,0.2194069,0.91674966,0.008276405,False,True,True
587725552812032218,original,10411,587725552812032218,0.06320792,0.904,0.024,False,True,True
587725552812490888,original,10419,587725552812490888,0.07220165,0.9330058,0.0161423,False,True,True
587725552812556392,original,10421,587725552812556392,0.9058717,0.06807192,0.0,True,False,True
587725552812621997,original,10424,587725552812621997,0.28084603,0.8462573,0.0014619449,False,True,True
587725552812949636,original,10427,587725552812949636,0.21183692,0.8587811,0.0,False,True,True
587725552812949668,original,10428,587725552812949668,0.9140069,0.1024989,0.0,True,False,True
587725552812949701,original,10429,587725552812949701,0.95865285,0.0,0.041347146,True,False,True
587725552813539427,original,10431,587725552813539427,0.17042339,0.8275842,0.0065178107,False,True,True
587725552813539432,original,10432,587725552813539432,0.070180595,0.9352442,0.030281382,False,True,True
587725552813736071,original,10435,587725552813736071,0.7803755,0.06768366,0.1352071,True,False,True
587725552813867108,original,10438,587725552813867108,0.85542417,0.093,0.023,True,False,True
587725552813867188,original,10440,587725552813867188,0.853,0.115,0.031,True,False,True
587725552813932605,original,10441,587725552813932605,0.7173309,0.15340124,0.102844566,True,False,True
587725552814456959,original,10445,587725552814456959,0.70607513,0.080848925,0.08000685,True,False,True
587725552814456981,original,10446,587725552814456981,0.80983,0.13873836,0.07558134,True,False,True
587725552814522517,original,10447,587725552814522517,0.08091113,0.95938855,0.022107875,False,True,True
587725552814719151,original,10448,587725552814719151,0.14178771,0.8919517,0.0,False,True,True
587725552815112319,original,10450,587725552815112319,0.0,0.99239403,0.0076059722,False,True,True
587725552815505501,original,10454,587725552815505501,0.928,0.046,0.026,True,False,True
587725552816291956,original,10459,587725552816291956,0.041985855,0.9829188,0.003997517,False,True,True
587725552816423023,original,10460,587725552816423023,0.8052444,0.1009,0.05534145,True,False,True
587725552816554144,original,10462,587725552816554144,0.17702883,0.94556063,0.00035209436,False,True,True
587725552816685240,original,10463,587725552816685240,0.28489226,0.70221436,0.028797803,False,True,True
587725552816685250,original,10464,587725552816685250,0.80955285,0.17630121,0.048,True,False,True
587725552817078385,original,10466,587725552817078385,0.13800082,0.8747898,0.018864864,False,True,True
587725552817602637,original,10470,587725552817602637,0.0,0.983,0.017,False,True,True
587725552817799288,original,10472,587725552817799288,0.7216794,0.18649973,0.12122187,True,False,True
587725552819175537,original,10479,587725552819175537,0.9647679,0.0,0.035232153,True,False,True
587725552819503299,original,10483,587725552819503299,0.8675904,0.23590001,0.017243037,True,False,True
587725552819699854,original,10487,587725552819699854,0.8505382,0.15190509,0.04335865,True,False,True
587725552819830886,original,10488,587725552819830886,0.2127648,0.81604004,0.0,False,True,True
587725552820093011,original,10490,587725552820093011,0.12238253,0.8378259,0.02096095,False,True,True
587725552820355202,original,10491,587725552820355202,0.20798385,0.79117364,0.01033889,False,True,True
587725552820486154,original,10492,587725552820486154,0.8484312,0.08214479,0.0,True,False,True
587725552820486278,original,10495,587725552820486278,0.75061023,0.2145886,0.06948564,True,False,True
587725552820813949,original,10498,587725552820813949,0.90723586,0.018197417,0.05823916,True,False,True
587725552821207225,original,10503,587725552821207225,0.8350629,0.10991488,0.025943052,True,False,True
587725552821469396,original,10506,587725552821469396,0.83079475,0.092788175,0.042523995,True,False,True
587725552821534908,original,10507,587725552821534908,0.94127923,0.0,0.058720786,True,False,True
587725552821534933,original,10508,587725552821534933,0.0422796,0.98785037,0.0,False,True,True
587725552821534954,original,10510,587725552821534954,0.0053872927,0.99374276,0.0042966274,False,True,True
587725552821862484,original,10512,587725552821862484,0.72695243,0.19116504,0.024949612,True,False,True
587725552821862516,original,10513,587725552821862516,0.104671106,0.93509567,0.008481916,False,True,True
587725552822386699,original,10515,587725552822386699,0.7486986,0.112063535,0.031697113,True,False,True
587725552822714508,original,10518,587725552822714508,0.18148544,0.8355294,0.037335012,False,True,True
587725552822911108,original,10522,587725552822911108,0.14868972,0.9195509,0.01999039,False,True,True
587725552822976578,original,10524,587725552822976578,0.81327045,0.1261042,0.040081263,True,False,True
587725552823107713,original,10525,587725552823107713,0.84992343,0.11356695,0.0,True,False,True
587725552823894115,original,10537,587725552823894115,0.20923583,0.8727316,0.008042078,False,True,True
587725552823959716,original,10540,587725552823959716,0.7040938,0.11042421,0.0,True,False,True
587725552824090744,original,10543,587725552824090744,0.04688184,0.9023698,0.017756386,False,True,True
